DHB,year,sex,cancer,incidence_num,incidence_rate,group
All New Zealand,2011,Male,Bladder,234,7.3,Male
Auckland,2011,Male,Bladder,17,6.7,Male
Bay of Plenty,2011,Male,Bladder,14,6.9,Male
Canterbury,2011,Male,Bladder,32,8.1,Male
Capital & Coast,2011,Male,Bladder,13,7.5,Male
Counties Manukau,2011,Male,Bladder,14,5.2,Male
Hawke's Bay,2011,Male,Bladder,14,11.5,Male
Hutt Valley,2011,Male,Bladder,10,9.8,Male
Lakes,2011,Male,Bladder,5,0,Male
MidCentral,2011,Male,Bladder,10,7.7,Male
Nelson Marlborough,2011,Male,Bladder,9,6.6,Male
Northland,2011,Male,Bladder,10,6.7,Male
South Canterbury,2011,Male,Bladder,5,0,Male
Southern,2011,Male,Bladder,15,5.8,Male
Tairawhiti,2011,Male,Bladder,2,0,Male
Taranaki,2011,Male,Bladder,5,0,Male
Waikato,2011,Male,Bladder,18,6.5,Male
Wairarapa,2011,Male,Bladder,1,0,Male
Waitemata,2011,Male,Bladder,30,8.4,Male
West Coast,2011,Male,Bladder,3,0,Male
Whanganui,2011,Male,Bladder,7,14.4,Male
All New Zealand,2011,Male,Kidney,346,11.7,Male
Auckland,2011,Male,Kidney,23,9,Male
Bay of Plenty,2011,Male,Kidney,16,8.7,Male
Canterbury,2011,Male,Kidney,54,15.1,Male
Capital & Coast,2011,Male,Kidney,18,10.7,Male
Counties Manukau,2011,Male,Kidney,28,10.3,Male
Hawke's Bay,2011,Male,Kidney,11,9,Male
Hutt Valley,2011,Male,Kidney,8,9.4,Male
Lakes,2011,Male,Kidney,8,11.1,Male
MidCentral,2011,Male,Kidney,12,9.9,Male
Nelson Marlborough,2011,Male,Kidney,12,9.9,Male
Northland,2011,Male,Kidney,13,9.6,Male
South Canterbury,2011,Male,Kidney,9,20.7,Male
Southern,2011,Male,Kidney,34,15.9,Male
Tairawhiti,2011,Male,Kidney,5,0,Male
Taranaki,2011,Male,Kidney,11,12.2,Male
Waikato,2011,Male,Kidney,25,10.2,Male
Wairarapa,2011,Male,Kidney,3,0,Male
Waitemata,2011,Male,Kidney,41,11.9,Male
West Coast,2011,Male,Kidney,3,0,Male
Whanganui,2011,Male,Kidney,10,23.4,Male
All New Zealand,2011,Male,Prostate,3094,99.9,Male
Auckland,2011,Male,Prostate,247,98.9,Male
Bay of Plenty,2011,Male,Prostate,211,115.2,Male
Canterbury,2011,Male,Prostate,397,108.3,Male
Capital & Coast,2011,Male,Prostate,201,115.1,Male
Counties Manukau,2011,Male,Prostate,237,86.4,Male
Hawke's Bay,2011,Male,Prostate,116,90.6,Male
Hutt Valley,2011,Male,Prostate,119,126.7,Male
Lakes,2011,Male,Prostate,88,118.7,Male
MidCentral,2011,Male,Prostate,138,104.8,Male
Nelson Marlborough,2011,Male,Prostate,133,103.8,Male
Northland,2011,Male,Prostate,145,100.9,Male
South Canterbury,2011,Male,Prostate,55,97.3,Male
Southern,2011,Male,Prostate,186,78.5,Male
Tairawhiti,2011,Male,Prostate,30,92.4,Male
Taranaki,2011,Male,Prostate,78,89.7,Male
Waikato,2011,Male,Prostate,270,101.6,Male
Wairarapa,2011,Male,Prostate,48,121.5,Male
Waitemata,2011,Male,Prostate,279,79.6,Male
West Coast,2011,Male,Prostate,34,115.1,Male
Whanganui,2011,Male,Prostate,79,153.2,Male
All New Zealand,2011,Male,Testis,151,7.5,Male
Auckland,2011,Male,Testis,17,7,Male
Bay of Plenty,2011,Male,Testis,10,11.5,Male
Canterbury,2011,Male,Testis,18,7.6,Male
Capital & Coast,2011,Male,Testis,6,4.1,Male
Counties Manukau,2011,Male,Testis,8,3.5,Male
Hawke's Bay,2011,Male,Testis,4,0,Male
Hutt Valley,2011,Male,Testis,5,0,Male
Lakes,2011,Male,Testis,6,14.4,Male
MidCentral,2011,Male,Testis,6,8.3,Male
Nelson Marlborough,2011,Male,Testis,6,10.9,Male
Northland,2011,Male,Testis,5,0,Male
South Canterbury,2011,Male,Testis,3,0,Male
Southern,2011,Male,Testis,10,7.3,Male
Tairawhiti,2011,Male,Testis,3,0,Male
Taranaki,2011,Male,Testis,6,13.9,Male
Waikato,2011,Male,Testis,15,9.2,Male
Wairarapa,2011,Male,Testis,2,0,Male
Waitemata,2011,Male,Testis,20,7.7,Male
Whanganui,2011,Male,Testis,1,0,Male
All New Zealand,2012,Male,Bladder,237,7.1,Male
Auckland,2012,Male,Bladder,16,6.2,Male
Bay of Plenty,2012,Male,Bladder,15,6.9,Male
Canterbury,2012,Male,Bladder,27,6.9,Male
Capital & Coast,2012,Male,Bladder,16,8.8,Male
Counties Manukau,2012,Male,Bladder,18,6.4,Male
Hawke's Bay,2012,Male,Bladder,9,6.8,Male
Hutt Valley,2012,Male,Bladder,8,7.6,Male
Lakes,2012,Male,Bladder,8,9.9,Male
MidCentral,2012,Male,Bladder,9,7.5,Male
Nelson Marlborough,2012,Male,Bladder,8,5.2,Male
Northland,2012,Male,Bladder,11,7,Male
South Canterbury,2012,Male,Bladder,5,0,Male
Southern,2012,Male,Bladder,18,6.8,Male
Tairawhiti,2012,Male,Bladder,5,0,Male
Taranaki,2012,Male,Bladder,7,7.2,Male
Waikato,2012,Male,Bladder,15,5.2,Male
Wairarapa,2012,Male,Bladder,4,0,Male
Waitemata,2012,Male,Bladder,29,7.7,Male
West Coast,2012,Male,Bladder,2,0,Male
Whanganui,2012,Male,Bladder,6,10.2,Male
All New Zealand,2012,Male,Kidney,355,11.8,Male
Auckland,2012,Male,Kidney,33,13.1,Male
Bay of Plenty,2012,Male,Kidney,17,9.5,Male
Canterbury,2012,Male,Kidney,53,14.5,Male
Capital & Coast,2012,Male,Kidney,12,6.9,Male
Counties Manukau,2012,Male,Kidney,32,11.7,Male
Hawke's Bay,2012,Male,Kidney,13,9.9,Male
Hutt Valley,2012,Male,Kidney,9,9.2,Male
Lakes,2012,Male,Kidney,6,7.7,Male
MidCentral,2012,Male,Kidney,12,8.8,Male
Nelson Marlborough,2012,Male,Kidney,13,10.8,Male
Northland,2012,Male,Kidney,19,14.5,Male
South Canterbury,2012,Male,Kidney,8,15,Male
Southern,2012,Male,Kidney,26,12.2,Male
Tairawhiti,2012,Male,Kidney,4,0,Male
Taranaki,2012,Male,Kidney,9,10.4,Male
Waikato,2012,Male,Kidney,33,12.8,Male
Wairarapa,2012,Male,Kidney,4,0,Male
Waitemata,2012,Male,Kidney,34,9.7,Male
West Coast,2012,Male,Kidney,8,31.4,Male
Whanganui,2012,Male,Kidney,8,19.8,Male
All New Zealand,2012,Male,Prostate,3195,100.1,Male
Auckland,2012,Male,Prostate,243,94.2,Male
Bay of Plenty,2012,Male,Prostate,153,85.6,Male
Canterbury,2012,Male,Prostate,444,118.5,Male
Capital & Coast,2012,Male,Prostate,186,103.2,Male
Counties Manukau,2012,Male,Prostate,246,86.4,Male
Hawke's Bay,2012,Male,Prostate,119,91.7,Male
Hutt Valley,2012,Male,Prostate,106,108.2,Male
Lakes,2012,Male,Prostate,78,100.9,Male
MidCentral,2012,Male,Prostate,140,104.5,Male
Nelson Marlborough,2012,Male,Prostate,129,98.8,Male
Northland,2012,Male,Prostate,143,100.6,Male
South Canterbury,2012,Male,Prostate,59,103.3,Male
Southern,2012,Male,Prostate,260,106.5,Male
Tairawhiti,2012,Male,Prostate,43,129.1,Male
Taranaki,2012,Male,Prostate,91,98.3,Male
Waikato,2012,Male,Prostate,279,100.9,Male
Wairarapa,2012,Male,Prostate,45,109.1,Male
Waitemata,2012,Male,Prostate,341,93.8,Male
West Coast,2012,Male,Prostate,30,100.2,Male
Whanganui,2012,Male,Prostate,59,107.7,Male
All New Zealand,2012,Male,Testis,145,7.3,Male
Auckland,2012,Male,Testis,15,6.2,Male
Bay of Plenty,2012,Male,Testis,8,10.2,Male
Canterbury,2012,Male,Testis,16,6.9,Male
Capital & Coast,2012,Male,Testis,8,5.4,Male
Counties Manukau,2012,Male,Testis,13,6.1,Male
Hawke's Bay,2012,Male,Testis,8,12.2,Male
Hutt Valley,2012,Male,Testis,8,13.5,Male
Lakes,2012,Male,Testis,2,0,Male
MidCentral,2012,Male,Testis,4,0,Male
Nelson Marlborough,2012,Male,Testis,8,10.3,Male
Northland,2012,Male,Testis,5,0,Male
South Canterbury,2012,Male,Testis,3,0,Male
Southern,2012,Male,Testis,7,5.1,Male
Tairawhiti,2012,Male,Testis,1,0,Male
Taranaki,2012,Male,Testis,3,0,Male
Waikato,2012,Male,Testis,16,10.3,Male
Waitemata,2012,Male,Testis,18,6.9,Male
West Coast,2012,Male,Testis,1,0,Male
Whanganui,2012,Male,Testis,1,0,Male
All New Zealand,2013,Male,Bladder,274,8,Male
Auckland,2013,Male,Bladder,27,9.8,Male
Bay of Plenty,2013,Male,Bladder,27,12.1,Male
Canterbury,2013,Male,Bladder,28,6.7,Male
Capital & Coast,2013,Male,Bladder,12,5.9,Male
Counties Manukau,2013,Male,Bladder,34,12.2,Male
Hawke's Bay,2013,Male,Bladder,10,8.3,Male
Hutt Valley,2013,Male,Bladder,8,7.8,Male
Lakes,2013,Male,Bladder,6,7,Male
MidCentral,2013,Male,Bladder,11,7.8,Male
Nelson Marlborough,2013,Male,Bladder,8,5.2,Male
Northland,2013,Male,Bladder,6,3.6,Male
South Canterbury,2013,Male,Bladder,5,0,Male
Southern,2013,Male,Bladder,10,3.5,Male
Tairawhiti,2013,Male,Bladder,2,0,Male
Taranaki,2013,Male,Bladder,13,13.1,Male
Waikato,2013,Male,Bladder,25,8.5,Male
Wairarapa,2013,Male,Bladder,4,0,Male
Waitemata,2013,Male,Bladder,31,7.6,Male
West Coast,2013,Male,Bladder,1,0,Male
Whanganui,2013,Male,Bladder,6,9.5,Male
All New Zealand,2013,Male,Kidney,372,11.9,Male
Auckland,2013,Male,Kidney,38,14.4,Male
Bay of Plenty,2013,Male,Kidney,21,12.2,Male
Canterbury,2013,Male,Kidney,39,10.1,Male
Capital & Coast,2013,Male,Kidney,20,10.6,Male
Counties Manukau,2013,Male,Kidney,46,16.4,Male
Hawke's Bay,2013,Male,Kidney,7,5.4,Male
Hutt Valley,2013,Male,Kidney,13,14,Male
Lakes,2013,Male,Kidney,15,20.9,Male
MidCentral,2013,Male,Kidney,20,16,Male
Nelson Marlborough,2013,Male,Kidney,10,7.3,Male
Northland,2013,Male,Kidney,14,10.2,Male
South Canterbury,2013,Male,Kidney,7,14,Male
Southern,2013,Male,Kidney,34,14.1,Male
Tairawhiti,2013,Male,Kidney,3,0,Male
Taranaki,2013,Male,Kidney,7,8.6,Male
Waikato,2013,Male,Kidney,21,7.9,Male
Wairarapa,2013,Male,Kidney,5,0,Male
Waitemata,2013,Male,Kidney,45,12.3,Male
West Coast,2013,Male,Kidney,2,0,Male
Whanganui,2013,Male,Kidney,4,0,Male
All New Zealand,2013,Male,Prostate,3196,97.2,Male
Auckland,2013,Male,Prostate,246,91.5,Male
Bay of Plenty,2013,Male,Prostate,159,87,Male
Canterbury,2013,Male,Prostate,483,126.4,Male
Capital & Coast,2013,Male,Prostate,172,92.6,Male
Counties Manukau,2013,Male,Prostate,260,88.6,Male
Hawke's Bay,2013,Male,Prostate,121,88.6,Male
Hutt Valley,2013,Male,Prostate,78,77.2,Male
Lakes,2013,Male,Prostate,67,85.9,Male
MidCentral,2013,Male,Prostate,145,105.5,Male
Nelson Marlborough,2013,Male,Prostate,128,91.9,Male
Northland,2013,Male,Prostate,153,101.2,Male
South Canterbury,2013,Male,Prostate,59,98.9,Male
Southern,2013,Male,Prostate,217,87,Male
Tairawhiti,2013,Male,Prostate,36,106.4,Male
Taranaki,2013,Male,Prostate,101,110.6,Male
Waikato,2013,Male,Prostate,258,91.4,Male
Wairarapa,2013,Male,Prostate,55,135.9,Male
Waitemata,2013,Male,Prostate,351,92.9,Male
West Coast,2013,Male,Prostate,33,103.2,Male
Whanganui,2013,Male,Prostate,64,116.9,Male
All New Zealand,2013,Male,Testis,137,6.8,Male
Auckland,2013,Male,Testis,9,3.6,Male
Bay of Plenty,2013,Male,Testis,7,8.6,Male
Canterbury,2013,Male,Testis,17,6.7,Male
Capital & Coast,2013,Male,Testis,8,5.6,Male
Counties Manukau,2013,Male,Testis,9,3.8,Male
Hawke's Bay,2013,Male,Testis,7,11.5,Male
Hutt Valley,2013,Male,Testis,4,0,Male
Lakes,2013,Male,Testis,5,0,Male
MidCentral,2013,Male,Testis,6,8,Male
Nelson Marlborough,2013,Male,Testis,3,0,Male
Northland,2013,Male,Testis,7,14,Male
South Canterbury,2013,Male,Testis,3,0,Male
Southern,2013,Male,Testis,10,6.8,Male
Tairawhiti,2013,Male,Testis,2,0,Male
Taranaki,2013,Male,Testis,6,11.8,Male
Waikato,2013,Male,Testis,13,8.4,Male
Wairarapa,2013,Male,Testis,1,0,Male
Waitemata,2013,Male,Testis,19,7.6,Male
West Coast,2013,Male,Testis,1,0,Male
All New Zealand,2014,Male,Bladder,323,9.1,Male
Auckland,2014,Male,Bladder,17,6.1,Male
Bay of Plenty,2014,Male,Bladder,22,9.6,Male
Canterbury,2014,Male,Bladder,34,8.6,Male
Capital & Coast,2014,Male,Bladder,26,13.1,Male
Counties Manukau,2014,Male,Bladder,23,7.8,Male
Hawke's Bay,2014,Male,Bladder,12,7.6,Male
Hutt Valley,2014,Male,Bladder,11,10,Male
Lakes,2014,Male,Bladder,11,12.5,Male
MidCentral,2014,Male,Bladder,16,10.9,Male
Nelson Marlborough,2014,Male,Bladder,20,12.7,Male
Northland,2014,Male,Bladder,11,7.6,Male
South Canterbury,2014,Male,Bladder,9,13.3,Male
Southern,2014,Male,Bladder,21,7.4,Male
Tairawhiti,2014,Male,Bladder,2,0,Male
Taranaki,2014,Male,Bladder,12,11.9,Male
Waikato,2014,Male,Bladder,21,6.7,Male
Wairarapa,2014,Male,Bladder,4,0,Male
Waitemata,2014,Male,Bladder,41,10.2,Male
West Coast,2014,Male,Bladder,4,0,Male
Whanganui,2014,Male,Bladder,6,10.2,Male
All New Zealand,2014,Male,Kidney,403,12.5,Male
Auckland,2014,Male,Kidney,28,10.2,Male
Bay of Plenty,2014,Male,Kidney,14,7.6,Male
Canterbury,2014,Male,Kidney,50,13.4,Male
Capital & Coast,2014,Male,Kidney,27,14.3,Male
Counties Manukau,2014,Male,Kidney,33,11.3,Male
Hawke's Bay,2014,Male,Kidney,9,6.8,Male
Hutt Valley,2014,Male,Kidney,17,18.3,Male
Lakes,2014,Male,Kidney,9,12.6,Male
MidCentral,2014,Male,Kidney,29,20.5,Male
Nelson Marlborough,2014,Male,Kidney,14,11.2,Male
Northland,2014,Male,Kidney,19,11.7,Male
South Canterbury,2014,Male,Kidney,7,10.9,Male
Southern,2014,Male,Kidney,34,13.9,Male
Tairawhiti,2014,Male,Kidney,2,0,Male
Taranaki,2014,Male,Kidney,10,12.7,Male
Waikato,2014,Male,Kidney,33,12.5,Male
Wairarapa,2014,Male,Kidney,5,0,Male
Waitemata,2014,Male,Kidney,48,12.8,Male
West Coast,2014,Male,Kidney,4,0,Male
Whanganui,2014,Male,Kidney,8,14.2,Male
All New Zealand,2014,Male,Prostate,3199,94,Male
Auckland,2014,Male,Prostate,218,78.7,Male
Bay of Plenty,2014,Male,Prostate,189,93.9,Male
Canterbury,2014,Male,Prostate,431,109.2,Male
Capital & Coast,2014,Male,Prostate,202,105.4,Male
Counties Manukau,2014,Male,Prostate,249,81.5,Male
Hawke's Bay,2014,Male,Prostate,140,98.7,Male
Hutt Valley,2014,Male,Prostate,127,124.7,Male
Lakes,2014,Male,Prostate,77,94,Male
MidCentral,2014,Male,Prostate,139,98,Male
Nelson Marlborough,2014,Male,Prostate,134,96.7,Male
Northland,2014,Male,Prostate,140,87.8,Male
South Canterbury,2014,Male,Prostate,55,90.1,Male
Southern,2014,Male,Prostate,242,94.9,Male
Tairawhiti,2014,Male,Prostate,44,124.4,Male
Taranaki,2014,Male,Prostate,79,80.1,Male
Waikato,2014,Male,Prostate,254,85.7,Male
Wairarapa,2014,Male,Prostate,47,108.6,Male
Waitemata,2014,Male,Prostate,345,88.5,Male
West Coast,2014,Male,Prostate,27,82,Male
Whanganui,2014,Male,Prostate,55,99.6,Male
All New Zealand,2014,Male,Testis,151,7.3,Male
Auckland,2014,Male,Testis,19,7.5,Male
Bay of Plenty,2014,Male,Testis,8,8.8,Male
Canterbury,2014,Male,Testis,17,7.1,Male
Capital & Coast,2014,Male,Testis,11,7.7,Male
Counties Manukau,2014,Male,Testis,14,6.1,Male
Hawke's Bay,2014,Male,Testis,9,15.4,Male
Hutt Valley,2014,Male,Testis,2,0,Male
Lakes,2014,Male,Testis,4,0,Male
MidCentral,2014,Male,Testis,4,0,Male
Nelson Marlborough,2014,Male,Testis,4,0,Male
Northland,2014,Male,Testis,4,0,Male
Southern,2014,Male,Testis,10,7.3,Male
Tairawhiti,2014,Male,Testis,3,0,Male
Taranaki,2014,Male,Testis,4,0,Male
Waikato,2014,Male,Testis,18,10,Male
Wairarapa,2014,Male,Testis,1,0,Male
Waitemata,2014,Male,Testis,17,5.8,Male
Whanganui,2014,Male,Testis,2,0,Male
All New Zealand,2015,Male,Bladder,308,8.2,Male
Auckland,2015,Male,Bladder,24,8.1,Male
Bay of Plenty,2015,Male,Bladder,19,8.4,Male
Canterbury,2015,Male,Bladder,36,8.1,Male
Capital & Coast,2015,Male,Bladder,17,7.9,Male
Counties Manukau,2015,Male,Bladder,20,6.3,Male
Hawke's Bay,2015,Male,Bladder,10,6.3,Male
Hutt Valley,2015,Male,Bladder,7,6.5,Male
Lakes,2015,Male,Bladder,7,7.6,Male
MidCentral,2015,Male,Bladder,16,10.9,Male
Nelson Marlborough,2015,Male,Bladder,7,4.9,Male
Northland,2015,Male,Bladder,21,11.8,Male
South Canterbury,2015,Male,Bladder,8,10.4,Male
Southern,2015,Male,Bladder,20,7,Male
Tairawhiti,2015,Male,Bladder,2,0,Male
Taranaki,2015,Male,Bladder,9,7.9,Male
Waikato,2015,Male,Bladder,30,9,Male
Wairarapa,2015,Male,Bladder,4,0,Male
Waitemata,2015,Male,Bladder,41,9.6,Male
West Coast,2015,Male,Bladder,4,0,Male
Whanganui,2015,Male,Bladder,6,8.9,Male
All New Zealand,2015,Male,Kidney,383,11.9,Male
Auckland,2015,Male,Kidney,35,12.7,Male
Bay of Plenty,2015,Male,Kidney,16,8.4,Male
Canterbury,2015,Male,Kidney,49,13,Male
Capital & Coast,2015,Male,Kidney,20,10.6,Male
Counties Manukau,2015,Male,Kidney,39,12.9,Male
Hawke's Bay,2015,Male,Kidney,18,13.1,Male
Hutt Valley,2015,Male,Kidney,9,8.6,Male
Lakes,2015,Male,Kidney,5,0,Male
MidCentral,2015,Male,Kidney,13,9.6,Male
Nelson Marlborough,2015,Male,Kidney,19,15,Male
Northland,2015,Male,Kidney,23,16,Male
South Canterbury,2015,Male,Kidney,3,0,Male
Southern,2015,Male,Kidney,24,9.9,Male
Tairawhiti,2015,Male,Kidney,3,0,Male
Taranaki,2015,Male,Kidney,11,13.4,Male
Waikato,2015,Male,Kidney,34,12.2,Male
Wairarapa,2015,Male,Kidney,4,0,Male
Waitemata,2015,Male,Kidney,40,10.9,Male
West Coast,2015,Male,Kidney,3,0,Male
Whanganui,2015,Male,Kidney,12,22.1,Male
All New Zealand,2015,Male,Prostate,3136,89.3,Male
Auckland,2015,Male,Prostate,237,83.4,Male
Bay of Plenty,2015,Male,Prostate,170,83.7,Male
Canterbury,2015,Male,Prostate,422,104.2,Male
Capital & Coast,2015,Male,Prostate,208,104.9,Male
Counties Manukau,2015,Male,Prostate,244,77.6,Male
Hawke's Bay,2015,Male,Prostate,121,84.4,Male
Hutt Valley,2015,Male,Prostate,109,103.6,Male
Lakes,2015,Male,Prostate,58,69.1,Male
MidCentral,2015,Male,Prostate,111,75.4,Male
Nelson Marlborough,2015,Male,Prostate,131,87.8,Male
Northland,2015,Male,Prostate,143,86.7,Male
South Canterbury,2015,Male,Prostate,51,83.3,Male
Southern,2015,Male,Prostate,266,98.6,Male
Tairawhiti,2015,Male,Prostate,51,139.5,Male
Taranaki,2015,Male,Prostate,90,93.4,Male
Waikato,2015,Male,Prostate,265,86.3,Male
Wairarapa,2015,Male,Prostate,45,104.5,Male
Waitemata,2015,Male,Prostate,322,79.8,Male
West Coast,2015,Male,Prostate,26,76.4,Male
Whanganui,2015,Male,Prostate,62,106.6,Male
All New Zealand,2015,Male,Testis,173,8.1,Male
Auckland,2015,Male,Testis,14,5.5,Male
Bay of Plenty,2015,Male,Testis,6,6,Male
Canterbury,2015,Male,Testis,21,8.5,Male
Capital & Coast,2015,Male,Testis,11,7.2,Male
Counties Manukau,2015,Male,Testis,13,5.3,Male
Hawke's Bay,2015,Male,Testis,3,0,Male
Hutt Valley,2015,Male,Testis,5,0,Male
Lakes,2015,Male,Testis,6,12.7,Male
MidCentral,2015,Male,Testis,5,0,Male
Nelson Marlborough,2015,Male,Testis,6,9.9,Male
Northland,2015,Male,Testis,7,10.7,Male
South Canterbury,2015,Male,Testis,8,29.3,Male
Southern,2015,Male,Testis,20,13.4,Male
Tairawhiti,2015,Male,Testis,3,0,Male
Waikato,2015,Male,Testis,17,9.6,Male
Wairarapa,2015,Male,Testis,2,0,Male
Waitemata,2015,Male,Testis,23,8.5,Male
Whanganui,2015,Male,Testis,3,0,Male
All New Zealand,2016,Male,Bladder,318,8.2,Male
Auckland,2016,Male,Bladder,26,8.7,Male
Bay of Plenty,2016,Male,Bladder,22,8.4,Male
Canterbury,2016,Male,Bladder,47,10.4,Male
Capital & Coast,2016,Male,Bladder,12,5.5,Male
Counties Manukau,2016,Male,Bladder,27,8.2,Male
Hawke's Bay,2016,Male,Bladder,20,12.1,Male
Hutt Valley,2016,Male,Bladder,8,6.9,Male
Lakes,2016,Male,Bladder,7,7.5,Male
MidCentral,2016,Male,Bladder,20,12.1,Male
Nelson Marlborough,2016,Male,Bladder,11,6.8,Male
Northland,2016,Male,Bladder,17,9.4,Male
South Canterbury,2016,Male,Bladder,5,0,Male
Southern,2016,Male,Bladder,23,7.9,Male
Tairawhiti,2016,Male,Bladder,3,0,Male
Taranaki,2016,Male,Bladder,10,9.8,Male
Waikato,2016,Male,Bladder,28,8.2,Male
Wairarapa,2016,Male,Bladder,1,0,Male
Waitemata,2016,Male,Bladder,24,5.6,Male
West Coast,2016,Male,Bladder,2,0,Male
Whanganui,2016,Male,Bladder,5,0,Male
All New Zealand,2016,Male,Kidney,347,10.3,Male
Auckland,2016,Male,Kidney,21,7.5,Male
Bay of Plenty,2016,Male,Kidney,15,9.1,Male
Canterbury,2016,Male,Kidney,34,8.9,Male
Capital & Coast,2016,Male,Kidney,14,7.3,Male
Counties Manukau,2016,Male,Kidney,42,13.2,Male
Hawke's Bay,2016,Male,Kidney,14,9.3,Male
Hutt Valley,2016,Male,Kidney,12,11.3,Male
Lakes,2016,Male,Kidney,6,7.5,Male
MidCentral,2016,Male,Kidney,18,13.4,Male
Nelson Marlborough,2016,Male,Kidney,17,10.2,Male
Northland,2016,Male,Kidney,16,9.8,Male
South Canterbury,2016,Male,Kidney,8,16.6,Male
Southern,2016,Male,Kidney,32,11.6,Male
Tairawhiti,2016,Male,Kidney,5,0,Male
Taranaki,2016,Male,Kidney,9,10.2,Male
Waikato,2016,Male,Kidney,30,10.6,Male
Wairarapa,2016,Male,Kidney,7,18.2,Male
Waitemata,2016,Male,Kidney,34,8.7,Male
West Coast,2016,Male,Kidney,7,24.2,Male
Whanganui,2016,Male,Kidney,6,12.7,Male
All New Zealand,2016,Male,Prostate,3446,94.9,Male
Auckland,2016,Male,Prostate,251,85.3,Male
Bay of Plenty,2016,Male,Prostate,171,81.4,Male
Canterbury,2016,Male,Prostate,445,104.8,Male
Capital & Coast,2016,Male,Prostate,248,122.1,Male
Counties Manukau,2016,Male,Prostate,241,73.6,Male
Hawke's Bay,2016,Male,Prostate,151,102.8,Male
Hutt Valley,2016,Male,Prostate,120,108.7,Male
Lakes,2016,Male,Prostate,66,73.4,Male
MidCentral,2016,Male,Prostate,148,95.7,Male
Nelson Marlborough,2016,Male,Prostate,144,93.2,Male
Northland,2016,Male,Prostate,136,79.9,Male
South Canterbury,2016,Male,Prostate,62,97.3,Male
Southern,2016,Male,Prostate,311,114.2,Male
Tairawhiti,2016,Male,Prostate,43,112.9,Male
Taranaki,2016,Male,Prostate,84,83.7,Male
Waikato,2016,Male,Prostate,297,95.4,Male
Wairarapa,2016,Male,Prostate,29,58.7,Male
Waitemata,2016,Male,Prostate,400,96.7,Male
West Coast,2016,Male,Prostate,21,60.6,Male
Whanganui,2016,Male,Prostate,75,125.1,Male
All New Zealand,2016,Male,Testis,142,6.3,Male
Auckland,2016,Male,Testis,8,2.9,Male
Bay of Plenty,2016,Male,Testis,9,8.9,Male
Canterbury,2016,Male,Testis,14,5.5,Male
Capital & Coast,2016,Male,Testis,10,6.6,Male
Counties Manukau,2016,Male,Testis,21,8,Male
Hawke's Bay,2016,Male,Testis,6,9.4,Male
Hutt Valley,2016,Male,Testis,4,0,Male
Lakes,2016,Male,Testis,3,0,Male
MidCentral,2016,Male,Testis,4,0,Male
Nelson Marlborough,2016,Male,Testis,6,9.1,Male
Northland,2016,Male,Testis,4,0,Male
South Canterbury,2016,Male,Testis,3,0,Male
Southern,2016,Male,Testis,12,7.7,Male
Taranaki,2016,Male,Testis,3,0,Male
Waikato,2016,Male,Testis,16,8.2,Male
Wairarapa,2016,Male,Testis,3,0,Male
Waitemata,2016,Male,Testis,14,5.1,Male
All New Zealand,2017,Male,Bladder,309,7.9,Male
Auckland,2017,Male,Bladder,21,7.1,Male
Bay of Plenty,2017,Male,Bladder,17,6.5,Male
Canterbury,2017,Male,Bladder,38,8.2,Male
Capital & Coast,2017,Male,Bladder,18,8.3,Male
Counties Manukau,2017,Male,Bladder,27,8,Male
Hawke's Bay,2017,Male,Bladder,9,5.4,Male
Hutt Valley,2017,Male,Bladder,14,11.7,Male
Lakes,2017,Male,Bladder,8,8.5,Male
MidCentral,2017,Male,Bladder,16,9.5,Male
Nelson Marlborough,2017,Male,Bladder,9,6,Male
Northland,2017,Male,Bladder,11,5.6,Male
South Canterbury,2017,Male,Bladder,10,15,Male
Southern,2017,Male,Bladder,21,6.9,Male
Taranaki,2017,Male,Bladder,4,0,Male
Waikato,2017,Male,Bladder,36,10.3,Male
Wairarapa,2017,Male,Bladder,2,0,Male
Waitemata,2017,Male,Bladder,33,7.5,Male
West Coast,2017,Male,Bladder,5,0,Male
Whanganui,2017,Male,Bladder,9,13.3,Male
All New Zealand,2017,Male,Kidney,378,10.8,Male
Auckland,2017,Male,Kidney,29,9.6,Male
Bay of Plenty,2017,Male,Kidney,26,13.8,Male
Canterbury,2017,Male,Kidney,46,11.7,Male
Capital & Coast,2017,Male,Kidney,18,9.1,Male
Counties Manukau,2017,Male,Kidney,23,7.1,Male
Hawke's Bay,2017,Male,Kidney,22,16,Male
Hutt Valley,2017,Male,Kidney,11,11.3,Male
Lakes,2017,Male,Kidney,5,0,Male
MidCentral,2017,Male,Kidney,17,13.2,Male
Nelson Marlborough,2017,Male,Kidney,24,14.7,Male
Northland,2017,Male,Kidney,15,8.6,Male
South Canterbury,2017,Male,Kidney,9,15.8,Male
Southern,2017,Male,Kidney,28,9.6,Male
Tairawhiti,2017,Male,Kidney,4,0,Male
Taranaki,2017,Male,Kidney,14,14.3,Male
Waikato,2017,Male,Kidney,40,13.1,Male
Wairarapa,2017,Male,Kidney,2,0,Male
Waitemata,2017,Male,Kidney,34,8.4,Male
West Coast,2017,Male,Kidney,3,0,Male
Whanganui,2017,Male,Kidney,8,13.3,Male
All New Zealand,2017,Male,Prostate,3898,104.4,Male
Auckland,2017,Male,Prostate,290,96.6,Male
Bay of Plenty,2017,Male,Prostate,239,111.2,Male
